Id;LotArea;Neighborhood;OverallQual;YearBuilt;TotalBsmtSF;FullBath;KitchenQual;SalePrice
974;11639;Somerst;7;2007;1428;2;Gd;182000.35
975;11414;BrkSide;7;1910;728;1;Gd;167500.55
976;2651;Somerst;7;2000;673;2;Gd;165000.75
977;5900;BrkSide;4;1923;440;1;Fa;85500.18
978;4274;Somerst;7;2006;1241;1;Gd;199900.95
979;9450;Edwards;4;1954;894;1;TA;110000.25
980;8816;Sawyer;5;1963;1121;1;TA;139000.35
981;12122;NAmes;7;1961;944;1;Ex;178400.45
982;12203;NoRidge;8;1998;1225;2;Gd;336000.57
983;3182;Blmngtn;7;2007;1266;2;Gd;159895.66
984;11250;CollgCr;8;2002;1128;2;Gd;255900.21
985;10125;Mitchel;5;1977;0;2;Gd;126000.77
986;10880;Edwards;5;1950;1164;1;TA;125000.86
987;5310;OldTown;6;1910;485;1;Gd;117000.165
988;10159;NridgHt;9;2009;1930;2;Ex;395192.18
989;12046;NWAmes;6;1976;848;2;Gd;195000.21
990;8125;Somerst;7;2006;770;2;Gd;197000.24
991;9452;NoRidge;8;1997;1396;2;Gd;348000.35
992;17671;OldTown;8;1882;916;1;Gd;168000.55
993;9760;NAmes;6;1964;822;2;Gd;187000.75
994;8846;CollgCr;6;2005;750;2;Gd;173900.18
995;12456;NridgHt;10;2006;1700;2;Ex;337500.95
996;4712;BrkSide;4;1946;747;1;TA;121600.25
997;10659;NAmes;5;1961;1050;1;TA;136500.35
998;11717;NWAmes;6;1970;1442;2;TA;185000.45
999;9786;IDOTRR;3;1922;1007;1;TA;91000.57
1000;6762;CollgCr;7;2006;1187;2;Gd;206000.66
1001;10206;Edwards;3;1952;0;1;Fa;82000.21
1002;5400;OldTown;5;1920;691;1;Ex;86000.77
1003;11957;Somerst;8;2006;1574;2;Gd;232000.86
1004;11500;NWAmes;5;1976;1680;2;TA;136905.165
1005;3182;Blmngtn;7;2005;1346;2;Gd;181000.18
1006;8385;CollgCr;5;1977;985;2;TA;149900.21
1007;12155;NAmes;6;1970;1657;2;TA;163500.24
1008;2217;MeadowV;4;1970;546;1;TA;88000.35
1009;12118;Mitchel;7;2004;1710;2;Gd;240000.55
1010;6000;SWISU;5;1926;1008;2;TA;102000.75
1011;21286;Sawyer;5;1948;720;2;TA;135000.18
1012;9825;Edwards;5;1965;0;2;TA;100000.95
1013;10592;Crawfor;6;1923;602;1;Gd;165000.25
1014;7200;OldTown;5;1910;1022;1;TA;85000.35
1015;11664;NAmes;6;1948;1082;1;TA;119200.45
1016;8400;NWAmes;8;2001;810;2;Gd;227000.57
1017;11883;CollgCr;7;1996;1504;2;Gd;203000.66
1018;5814;StoneBr;8;1984;1220;1;Gd;187500.21
1019;10784;Gilbert;7;1991;384;2;Gd;160000.77
1020;3013;Blmngtn;7;2005;1362;2;Gd;213490.86
1021;7024;Edwards;4;2005;1132;1;Gd;176000.165
1022;7406;CollgCr;7;2006;1199;2;Gd;194000.18
1023;9439;OldTown;5;1930;912;1;TA;87000.21
1024;3182;Blmngtn;7;2005;1346;2;Gd;191000.24
1025;15498;Timber;8;1976;1565;2;Gd;287000.35
1026;7700;CollgCr;5;1972;882;1;TA;112500.55
1027;9300;NAmes;5;1960;1268;1;TA;167500.75
1028;9520;Timber;8;2007;1638;2;Gd;293077.18
1029;9492;NAmes;5;1941;768;1;TA;105000.95
1030;1680;BrDale;6;1972;672;1;TA;118000.25
1031;7082;SWISU;5;1916;686;2;TA;160000.35
1032;15863;SWISU;7;1920;824;2;TA;197000.45
1033;14541;NoRidge;8;1993;1338;2;Gd;310000.57
1034;8125;CollgCr;7;2002;1654;2;Gd;230000.66
1035;6305;Crawfor;5;1938;920;1;Fa;119750.21
1036;11500;Edwards;4;1957;0;1;TA;84000.77
1037;12898;Timber;9;2007;1620;2;Ex;315500.86
1038;9240;CollgCr;8;2001;1055;2;Gd;287000.165
1039;1533;MeadowV;4;1970;546;1;TA;97000.18
1040;1477;MeadowV;4;1970;630;1;TA;80000.21
1041;13125;Sawyer;5;1957;1134;2;TA;155000.24
1042;9130;NWAmes;6;1966;800;1;Gd;173000.35
1043;5381;NridgHt;6;2005;1306;2;Gd;196000.55
1044;11839;SawyerW;7;1990;1475;2;Gd;262280.75
1045;9600;NWAmes;8;1981;2524;2;Gd;278000.18
1046;13680;Edwards;3;1955;0;2;TA;139600.95
1047;16056;StoneBr;9;2005;1992;3;Ex;556581.25
1048;9245;CollgCr;5;1994;990;1;TA;145000.35
1049;21750;Mitchel;5;1960;0;1;TA;115000.45
1050;11100;Edwards;4;1946;0;1;Gd;84900.57
1051;8993;Gilbert;7;2007;1302;2;Gd;176485.66
1052;11175;CollgCr;7;2007;1316;2;Gd;200141.21
1053;9500;NAmes;6;1964;816;1;TA;165000.77
1054;8562;Edwards;5;1957;1216;1;TA;144500.86
1055;11367;CollgCr;8;2002;1065;2;Gd;255000.165
1056;11361;NWAmes;6;1976;1193;2;TA;180000.18
1057;7052;NridgHt;7;2005;1364;2;Gd;185850.21
1058;29959;NoRidge;7;1994;973;2;Gd;248000.24
1059;11308;NridgHt;9;2008;1104;2;Ex;335000.35
1060;11275;Crawfor;6;1932;854;1;TA;220000.55
1061;4920;StoneBr;8;2001;1338;2;Gd;213500.75
1062;18000;IDOTRR;3;1935;894;1;TA;81000.18
1063;13600;OldTown;5;1900;662;2;TA;90000.95
1064;6000;OldTown;6;1925;1103;1;Gd;110500.25
1065;11000;NAmes;5;1966;1154;1;TA;154000.35
1066;14000;ClearCr;7;1996;1306;2;Gd;328000.45
1067;7837;Gilbert;6;1993;799;2;TA;178000.57
1068;9760;NAmes;6;1964;780;1;TA;167900.66
1069;3964;MeadowV;6;1973;942;2;TA;151400.21
1070;9600;NAmes;5;1949;845;1;Gd;135000.77
1071;10152;NAmes;5;1956;1048;1;TA;135000.86
1072;11700;NWAmes;6;1968;727;1;TA;154000.165
1073;7585;Edwards;5;1948;810;1;TA;91500.18
1074;7950;Edwards;6;1977;690;1;TA;159500.21
1075;8556;CollgCr;7;2006;1240;2;Gd;194000.24
1076;13125;Crawfor;7;1940;800;1;TA;219500.35
1077;10800;OldTown;5;1936;796;2;Gd;170000.55
1078;15870;NAmes;5;1969;1096;1;TA;138800.75
1079;4435;CollgCr;6;2004;848;1;Gd;155900.18
1080;8775;CollgCr;5;1994;990;1;TA;126000.95
1081;11040;NWAmes;6;1971;1258;2;Gd;145000.25
1082;7500;Sawyer;5;1963;1040;1;TA;133000.35
1083;8749;CollgCr;7;2002;1459;2;Gd;192000.45
1084;8800;NAmes;6;1964;1251;1;TA;160000.57
1085;13031;Gilbert;6;1995;691;2;TA;187500.66
1086;9069;SawyerW;6;1992;936;1;Gd;147000.21
1087;1974;MeadowV;4;1973;546;1;TA;83500.77
1088;10574;Somerst;8;2005;1082;2;Gd;252000.86
1089;2522;Edwards;7;2004;970;2;Gd;137500.165
1090;3316;Somerst;8;2005;1247;1;Gd;197000.18
1091;8544;NAmes;3;1950;0;2;TA;92900.21
1092;2160;Somerst;7;1999;600;2;Gd;160000.24
1093;8400;SWISU;6;1925;1181;2;TA;136500.35
1094;9230;NAmes;5;1965;864;1;Gd;146000.55
1095;5868;NAmes;5;1956;936;1;TA;129000.75
1096;9317;CollgCr;6;2006;1314;2;Gd;176432.18
1097;6882;IDOTRR;6;1914;684;1;Gd;127000.95
1098;3696;StoneBr;8;1986;1074;1;Gd;170000.25
1099;6000;BrkSide;4;1936;672;1;TA;128000.35
1100;11880;NWAmes;7;1978;1271;2;TA;157000.45
1101;8400;SWISU;2;1920;290;1;Fa;60000.57
1102;9758;NAmes;5;1971;950;1;TA;119500.66
1103;7000;NAmes;5;1960;1010;1;TA;135000.21
1104;8910;NAmes;6;1959;655;1;TA;159500.77
1105;2016;BrDale;5;1970;630;2;TA;106000.86
1106;12256;NoRidge;8;1994;1463;2;Gd;325000.165
1107;10357;SawyerW;7;1990;910;2;Gd;179900.18
1108;23257;Gilbert;7;2006;868;2;Gd;274725.21
1109;8063;Gilbert;6;2000;924;2;TA;181000.24
1110;11362;NridgHt;8;2004;1836;2;Gd;280000.35
1111;8000;Gilbert;6;1995;773;2;TA;188000.55
1112;10480;NWAmes;7;1976;803;2;TA;205000.75
1113;7100;NAmes;5;1957;816;1;TA;129900.18
1114;8923;NAmes;5;1953;1008;1;Gd;134500.95
1115;5400;OldTown;5;1954;833;1;Gd;117000.25
1116;12085;NridgHt;8;2007;1734;2;Ex;318000.35
1117;7750;Gilbert;8;2002;408;2;Gd;184100.45
1118;9764;Sawyer;5;1967;894;1;Gd;130000.57
1119;13825;Sawyer;5;1958;533;1;TA;140000.66
1120;7560;NAmes;5;1959;1040;1;TA;133700.21
1121;8263;IDOTRR;6;1920;1012;1;TA;118400.77
1122;10084;CollgCr;7;2005;1552;2;Gd;212900.86
1123;8926;Edwards;4;1956;672;1;TA;112000.165
1124;9405;Edwards;5;1947;698;1;TA;118000.18
1125;9125;Gilbert;7;1992;384;2;Gd;163900.21
1126;10434;NAmes;4;1955;1005;1;Fa;115000.24
1127;3684;Blmngtn;7;2007;1373;2;Gd;174000.35
1128;14572;Gilbert;7;2004;1530;2;Gd;259000.55
1129;11796;Gilbert;7;2004;847;2;Gd;215000.75
1130;7200;OldTown;5;1980;936;1;TA;140000.18
1131;7804;SWISU;4;1928;1122;2;Gd;135000.95
1132;10712;Mitchel;5;1991;974;1;TA;93500.25
1133;9900;OldTown;6;1880;1008;2;Fa;117500.35
1134;9828;SawyerW;8;1995;1128;2;Gd;239500.45
1135;8773;Gilbert;6;1997;916;2;TA;169000.57
1136;6180;BrkSide;6;1926;960;1;TA;102000.66
1137;9600;NAmes;6;1950;1032;1;TA;119000.21
1138;6342;Sawyer;5;1875;780;1;TA;94000.77
1139;9819;Mitchel;6;1977;1567;2;Gd;196000.86
1140;8731;BrkSide;5;1920;915;1;TA;144000.165
1141;7350;NAmes;5;1951;952;1;TA;139000.18
1142;10304;NWAmes;5;1976;780;2;Gd;197500.21
1143;9965;CollgCr;8;2006;1466;3;Gd;424870.24
1144;9000;Sawyer;5;1959;1006;1;TA;80000.35
1145;12180;Edwards;4;1941;672;1;Fa;80000.55
1146;6240;BrkSide;5;1928;1042;1;TA;149000.75
1147;11200;SawyerW;6;1985;1298;2;Gd;180000.18
1148;12000;Crawfor;7;1941;704;1;Fa;174500.95
1149;5700;OldTown;7;1926;572;1;TA;116900.25
1150;9000;OldTown;7;1920;650;1;TA;143000.35
1151;8280;NAmes;6;1950;932;1;Gd;124000.45
1152;17755;Edwards;5;1959;1466;1;Fa;149900.57
1153;14115;Crawfor;6;1956;1073;1;Ex;230000.66
1154;5890;IDOTRR;6;1930;816;1;TA;120500.21
1155;13700;NAmes;7;1965;864;1;Gd;201800.77
1156;10768;Veenker;5;1976;1437;2;Gd;218000.86
1157;9350;NAmes;5;1965;1219;2;Gd;179900.165
1158;5001;NridgHt;7;2007;1314;2;Gd;230000.18
1159;11932;Somerst;8;2007;1580;2;Gd;235128.21
1160;9120;NWAmes;6;1974;901;2;Gd;185000.24
1161;2280;NPkVill;6;1978;855;2;TA;146000.35
1162;14778;Crawfor;6;1954;1296;1;Gd;224000.55
1163;8724;Sawyer;5;1968;894;1;TA;129000.75
1164;12900;Sawyer;4;1969;1198;0;TA;108959.18
1165;16157;Veenker;5;1978;1360;1;Gd;194000.95
1166;9541;NridgHt;7;2009;1502;2;Gd;233170.25
1167;10475;CollgCr;8;2008;1694;2;Gd;245350.35
1168;10852;Gilbert;6;2000;959;2;TA;173000.45
1169;13728;Edwards;6;1935;1127;2;Gd;235000.57
1170;35760;NoRidge;10;1995;1930;3;Gd;625000.66
1171;9880;Mitchel;6;1977;1096;1;TA;171000.21
1172;9120;NAmes;6;1958;1261;1;TA;163000.77
1173;4017;Somerst;7;2006;625;2;Gd;171900.86
1174;18030;ClearCr;5;1946;1598;3;Ex;200500.165
1175;16560;Crawfor;6;1932;952;2;TA;239000.18
1176;10678;NoRidge;8;1992;1683;2;Gd;285000.21
1177;6951;Mitchel;5;1984;876;1;TA;119500.24
1178;3950;OldTown;6;1926;818;1;TA;115000.35
1179;7681;Crawfor;5;1921;731;1;TA;154900.55
1180;8335;Edwards;5;1954;0;1;TA;93000.75
1181;11170;Timber;7;1990;1216;2;TA;250000.18
1182;5587;Crawfor;8;2008;1600;2;Gd;392500.95
1183;15623;NoRidge;10;1996;2396;3;Ex;745000.25
1184;10800;OldTown;5;1920;1120;1;TA;120000.35
1185;35133;Timber;5;1963;1572;1;TA;186700.45
1186;9738;Edwards;5;1924;784;1;TA;104900.57
1187;10615;OldTown;3;1900;978;2;TA;95000.66
1188;12461;NoRidge;8;1994;1624;2;Gd;262000.21
1189;8935;CollgCr;7;2002;831;2;Gd;195000.77
1190;7500;Gilbert;7;1999;994;2;Gd;189000.86
1191;32463;Mitchel;4;1961;1249;1;TA;168000.165
1192;2645;Somerst;8;1999;776;2;Gd;174000.18
1193;9600;OldTown;5;1925;702;1;Gd;125000.21
1194;4500;Mitchel;6;1999;1224;2;TA;165000.24
1195;9364;Sawyer;6;1969;663;1;TA;158000.35
1196;8029;Gilbert;6;2005;728;2;Gd;176000.55
1197;14054;Gilbert;7;2006;879;2;Gd;219210.75
1198;8850;OldTown;7;1916;815;1;TA;144000.18
1199;9100;CollgCr;7;2001;1212;2;Gd;178000.95
1200;11235;Sawyer;4;1963;1051;1;TA;148000.25
1201;9353;NAmes;4;1970;864;1;TA;116050.35
1202;10400;CollgCr;7;1998;866;2;Gd;197900.45
1203;6000;BrkSide;5;1925;884;1;TA;117000.57
1204;9750;CollgCr;7;2000;1630;2;Gd;213000.66
1205;10140;NWAmes;5;1975;1056;1;TA;153500.21
1206;14684;SawyerW;7;1990;2158;2;Gd;271900.77
1207;8900;SawyerW;4;1966;1056;1;TA;107000.86
1208;9135;CollgCr;6;2003;1682;2;Gd;200000.165
1209;7763;NAmes;5;1962;931;1;TA;140000.18
1210;10182;Somerst;8;2006;1660;2;Gd;290000.21
1211;11218;SawyerW;6;1992;1055;2;Gd;189000.24
1212;12134;Gilbert;8;1988;559;2;TA;164000.35
1213;9340;Edwards;4;1941;672;1;TA;113000.55
1214;10246;Sawyer;4;1965;648;0;TA;145000.75
1215;10205;NAmes;5;1962;925;1;TA;134500.18
1216;7094;Sawyer;5;1966;894;1;TA;125000.95
1217;8930;Sawyer;6;1978;0;2;TA;112000.25
1218;8640;Somerst;8;2009;1300;2;Gd;229456.35
1219;6240;BrkSide;4;1947;0;1;TA;80500.45
1220;1680;BrDale;6;1971;672;1;TA;91500.57
1221;7800;NAmes;5;1964;912;1;TA;115000.66
1222;8250;Sawyer;5;1968;952;1;TA;134000.21
1223;10496;NAmes;6;1949;1040;2;TA;143000.77
1224;10680;NAmes;5;1951;2136;2;TA;137900.86
1225;15384;Gilbert;7;2004;788;2;Gd;184000.165
1226;10482;NAmes;6;1958;588;1;TA;145000.18
1227;14598;Somerst;6;2007;894;2;Gd;214000.21
1228;8872;NAmes;5;1965;912;1;Gd;147000.24
1229;8769;NridgHt;9;2008;1702;1;Ex;367294.35
1230;7910;NAmes;5;1960;1075;2;TA;127000.55
1231;18890;Sawyer;5;1977;1361;2;TA;190000.75
1232;7728;NAmes;5;1962;1106;1;TA;132500.18
1233;9842;NAmes;4;1962;0;2;TA;101800.95
1234;12160;NAmes;5;1959;1188;1;TA;142000.25
1235;8525;SWISU;5;1911;940;1;TA;130000.35
1236;13132;Crawfor;5;1914;747;1;TA;138887.45
1237;2628;NridgHt;7;2003;764;2;Gd;175500.57
1238;12393;CollgCr;7;2004;847;2;Gd;195000.66
1239;13072;SawyerW;6;2005;1141;1;TA;142500.21
1240;9037;Timber;8;2006;1476;2;Ex;265900.77
1241;8158;CollgCr;7;2003;884;2;Gd;224900.86
1242;9849;Somerst;7;2007;1689;2;Gd;248328.165
1243;10625;NWAmes;7;1974;1053;2;Gd;170000.18
1244;13891;NridgHt;10;2006;2076;2;Ex;465000.21
1245;11435;Crawfor;8;1929;792;1;Gd;230000.24
1246;12090;NWAmes;6;1984;585;3;TA;178000.35
1247;8125;Somerst;7;2005;756;2;Gd;186500.55
1248;12328;Mitchel;6;1976;1012;1;TA;169900.75
1249;9600;OldTown;6;1917;735;1;TA;129500.18
1250;7200;NAmes;5;1950;876;1;TA;119000.95
1251;11160;NAmes;7;1968;2110;2;Ex;244000.25
1252;3136;NridgHt;7;2003;1405;2;Gd;171750.35
1253;9858;Mitchel;5;1968;864;1;TA;130000.45
1254;17542;Veenker;7;1974;1192;2;Gd;294000.57
1255;6931;Edwards;7;2003;746;2;Gd;165400.66
1256;6240;BrkSide;6;1931;884;1;TA;127500.21
1257;14303;NoRidge;8;1994;1986;2;Gd;301500.77
1258;4060;Edwards;5;1922;864;1;TA;99900.86
1259;9587;Gilbert;7;2005;856;2;Gd;190000.165
1260;9750;NAmes;6;1969;1054;1;TA;151000.18
1261;24682;Gilbert;6;1999;841;2;TA;181000.21
1262;9600;NAmes;5;1956;1050;1;TA;128900.24
1263;11250;ClearCr;4;1957;1104;1;TA;161500.35
1264;13515;BrkSide;6;1919;764;1;TA;180500.55
1265;4060;NAmes;6;1998;1405;2;Gd;181000.75
1266;3735;Somerst;7;1999;691;2;Gd;183900.18
1267;10120;OldTown;7;1910;925;1;TA;122000.95
1268;13214;Timber;9;2008;2002;2;Ex;378500.25
1269;14100;Crawfor;8;1935;728;3;Gd;381000.35
1270;11344;NAmes;5;1958;874;1;TA;144000.45
1271;23595;ClearCr;7;1979;1332;0;Gd;260000.57
1272;9156;NWAmes;6;1968;1489;2;Gd;185750.66
1273;13526;Sawyer;5;1965;935;1;TA;137000.21
1274;11512;Edwards;6;1959;1019;1;Ex;177000.77
1275;5362;Crawfor;5;1910;661;2;TA;139000.86
1276;11345;NAmes;5;1948;928;2;TA;137000.165
1277;12936;NWAmes;6;1972;723;1;TA;162000.18
1278;17871;NWAmes;6;1967;1680;1;TA;197900.21
1279;9473;CollgCr;8;2002;1128;2;Gd;237000.24
1280;7500;IDOTRR;4;1920;698;1;TA;68400.35
1281;9808;CollgCr;7;2002;1573;2;Gd;227000.55
1282;8049;Timber;7;1990;1309;2;TA;180000.75
1283;8800;CollgCr;5;1977;1040;2;Gd;150500.18
1284;9400;Mitchel;6;1971;912;2;TA;139000.95
1285;9638;SWISU;6;1919;804;2;Gd;169000.25
1286;6000;BrkSide;6;1939;780;1;TA;132500.35
1287;9790;NWAmes;6;1963;1328;1;TA;143000.45
1288;36500;ClearCr;5;1964;1624;2;TA;190000.57
1289;5664;StoneBr;8;2000;1501;2;Ex;278000.66
1290;11065;NridgHt;8;2006;1085;2;Ex;281000.21
1291;14112;NAmes;5;1964;1152;1;TA;180500.77
1292;1680;BrDale;5;1972;630;2;TA;119500.86
1293;6600;OldTown;5;1892;994;2;TA;107500.165
1294;10140;NWAmes;7;1976;832;2;TA;162900.18
1295;8172;Edwards;5;1955;864;1;TA;115000.21
1296;8400;NAmes;5;1968;1052;1;TA;138500.24
1297;8700;NAmes;5;1963;1120;2;TA;155000.35
1298;3675;Edwards;6;2005;547;2;TA;140000.55
1299;63887;Edwards;10;2008;6110;2;Ex;160000.75
1300;7500;NAmes;5;1959;1246;1;Gd;154000.18
1301;10762;Gilbert;7;1999;978;2;Gd;225000.95
1302;7500;Crawfor;6;1942;771;1;Gd;177500.25
1303;10120;NoRidge;8;1994;1165;2;Gd;290000.35
1304;8688;Somerst;7;2005;1616;2;Gd;232000.45
1305;3363;Edwards;7;2004;976;2;Gd;130000.57
1306;13173;NridgHt;9;2006;1652;2;Ex;325000.66
1307;6955;NridgHt;7;2005;1368;2;Gd;202500.21
1308;8072;CollgCr;5;1994;990;1;TA;138000.77
1309;12000;OldTown;5;1948;924;1;Gd;147000.86
1310;7153;SawyerW;6;1991;1278;2;Gd;179200.165
1311;17500;Crawfor;7;1959;1902;2;Ex;335000.18
1312;8814;CollgCr;7;2005;1274;2;Gd;203000.21
1313;9572;NoRidge;8;1990;1453;2;Gd;302000.24
1314;14774;NoRidge;9;1999;1393;2;Gd;333168.35
1315;8190;Edwards;4;1954;948;1;TA;119000.55
1316;11075;NAmes;6;1969;952;2;TA;206900.75
1317;10226;CollgCr;8;2008;1622;2;Ex;295493.18
1318;4230;Somerst;7;2006;1352;2;Gd;208900.95
1319;14781;CollgCr;8;2001;1753;2;Gd;275000.25
1320;10215;Edwards;4;1954;864;1;TA;111000.35
1321;8400;NAmes;6;1957;1478;1;TA;156500.45
1322;6627;BrkSide;3;1949;0;1;TA;72500.57
1323;10186;NoRidge;7;1992;750;2;Gd;190000.66
1324;5330;BrkSide;4;1940;420;1;Fa;82500.21
1325;9986;Somerst;8;2006;1795;2;Gd;147000.77
1326;3636;IDOTRR;4;1922;796;1;TA;55000.86
1327;4270;Edwards;3;1931;544;1;Gd;79000.165
1328;6600;Mitchel;5;1982;816;1;Gd;130500.18
1329;10440;OldTown;6;1920;1510;2;TA;256000.21
1330;9084;Gilbert;7;1998;935;2;TA;176500.24
1331;10000;Somerst;8;2006;1588;2;Gd;227000.35
1332;10780;CollgCr;5;1976;911;1;TA;132500.55
1333;8877;Edwards;4;1938;816;1;TA;100000.75
1334;7200;IDOTRR;5;1938;803;1;Gd;125500.18
1335;2368;BrDale;5;1970;765;1;TA;125000.95
1336;9650;NWAmes;6;1977;1350;2;TA;167900.25
1337;9246;NWAmes;5;1973;1656;2;TA;135000.35
1338;4118;OldTown;4;1941;693;1;Fa;52500.45
1339;13450;CollgCr;7;2002;916;2;Gd;200000.57
1340;9560;CollgCr;5;1972;864;1;TA;128500.66
1341;8294;NAmes;4;1971;858;1;TA;123000.21
1342;13695;SawyerW;6;2003;1114;1;Gd;155000.77
1343;9375;CollgCr;8;2002;1284;2;Gd;228500.86
1344;7558;Crawfor;6;1928;896;1;TA;177000.165
1345;11103;CollgCr;7;2006;728;2;Gd;155835.18
1346;6000;OldTown;4;1920;960;1;Fa;108500.21
1347;20781;NWAmes;7;1968;1568;2;TA;262500.24
1348;15306;Timber;8;2006;1732;2;Gd;283463.35
1349;16196;SawyerW;7;1998;1482;2;Gd;215000.55
1350;5250;OldTown;8;1872;684;2;TA;122000.75
1351;11643;NAmes;5;1969;1248;2;TA;200000.18
1352;9247;NAmes;6;1962;858;1;TA;171000.95
1353;6000;BrkSide;6;1937;698;1;TA;134900.25
1354;14720;NoRidge;8;1995;2033;2;Gd;410000.35
1355;10316;CollgCr;7;2000;992;2;Gd;235000.45
1356;10192;NWAmes;7;1968;570;3;Gd;170000.57
1357;9477;NAmes;5;1966;864;1;TA;110000.66
1358;12537;NAmes;5;1971;1078;1;TA;149900.21
1359;2117;Somerst;6;2000;756;2;Gd;177500.77
1360;16737;NridgHt;9;2004;1980;2;Ex;315000.86
1361;9842;SWISU;5;1921;612;3;TA;189000.165
1362;16158;StoneBr;7;2005;1530;2;Gd;260000.18
1363;12513;NAmes;4;1920;715;2;TA;104900.21
1364;8499;Gilbert;6;2006;616;2;Gd;156932.24
1365;3180;Somerst;7;2005;600;2;Gd;144152.35
1366;7500;Somerst;7;2000;814;2;Gd;216000.55
1367;9179;CollgCr;7;1999;873;2;Gd;193000.75
1368;2665;MeadowV;5;1977;757;2;TA;127000.18
1369;4435;CollgCr;6;2003;848;1;Gd;144000.95
1370;10635;CollgCr;8;2003;1657;2;Gd;232000.25
1371;5400;OldTown;4;1920;840;1;TA;105000.35
1372;9600;NAmes;6;1955;992;1;Gd;165500.45
1373;9750;CollgCr;7;1998;1108;2;Gd;274300.57
1374;11400;NoRidge;10;2001;2633;2;Ex;466500.66
1375;10625;Somerst;7;2005;1026;2;Gd;250000.21
1376;10991;Timber;8;2007;1571;2;Gd;239000.77
1377;6292;SWISU;6;1930;768;1;TA;91000.86
1378;10998;Edwards;5;1941;984;2;TA;117000.165
1379;1953;BrDale;6;1973;483;1;TA;83000.18
1380;9735;Timber;5;2006;384;2;Gd;167500.21
1381;8212;Edwards;3;1914;864;1;TA;58500.24
1382;12925;NAmes;6;1970;1205;2;TA;237500.35
1383;7200;OldTown;7;1920;596;1;Gd;157000.55
1384;25339;Sawyer;5;1918;816;2;Gd;112000.75
1385;9060;Edwards;6;1939;560;1;TA;105000.18
1386;5436;IDOTRR;4;1922;796;1;Gd;125500.95
1387;16692;NWAmes;7;1978;1392;3;Gd;250000.25
1388;8520;OldTown;6;1916;714;2;Gd;136000.35
1389;14892;Gilbert;9;2006;1746;2;Ex;377500.45
1390;6000;BrkSide;6;1941;735;1;TA;131000.57
1391;9100;CollgCr;7;2000;1525;2;Gd;235000.66
1392;8944;NAmes;5;1967;1584;2;TA;124000.21
1393;7838;NAmes;5;1967;864;1;TA;123000.77
1394;10800;OldTown;6;1905;482;2;TA;163000.86
1395;4045;Blmngtn;7;2006;1356;2;Gd;246578.165
1396;12665;Timber;8;2005;1094;2;Gd;281213.18
1397;57200;Timber;5;1948;747;1;TA;160000.21
1398;6120;BrkSide;5;1920;939;1;TA;137500.24
1399;7200;NAmes;5;1950;1208;1;TA;138000.35
1400;6171;SWISU;6;1925;976;2;Gd;137450.55
1401;6000;BrkSide;6;1929;862;1;TA;120000.75
1402;7415;Gilbert;6;2004;839;2;TA;193000.18
1403;6762;CollgCr;7;2006;1286;2;Gd;193879.95
1404;15256;Somerst;8;2007;1485;2;Gd;282922.25
1405;10410;OldTown;3;1915;672;1;TA;105000.35
1406;3842;Crawfor;8;2004;1594;2;Gd;275000.45
1407;8445;CollgCr;5;1972;768;1;TA;133000.57
1408;8780;Mitchel;5;1985;833;1;TA;112000.66
1409;7740;OldTown;4;1910;622;1;TA;125500.21
1410;20544;NWAmes;7;1986;791;2;TA;215000.77
1411;12420;CollgCr;7;2001;944;2;Gd;230000.86
1412;9600;NAmes;6;1950;856;1;TA;140000.165
1413;7200;NAmes;4;1949;0;2;TA;90000.18
1414;10994;SawyerW;8;2005;1844;2;Gd;257000.21
1415;13053;BrkSide;6;1923;833;1;Gd;207000.24
1416;3635;Blmngtn;7;2007;1386;2;Gd;175900.35
1417;11340;OldTown;4;1885;777;2;TA;122500.55
1418;16545;NoRidge;8;1998;1284;2;Gd;340000.75
1419;9204;NAmes;5;1963;1144;1;TA;124000.18
1420;16381;Crawfor;6;1969;1844;2;Gd;223000.95
1421;11700;NWAmes;6;1968;708;2;TA;179900.25
1422;4043;NPkVill;6;1977;1069;2;TA;127500.35
1423;4435;CollgCr;6;2003;848;1;Gd;136500.45
1424;19690;Edwards;6;1966;697;2;Gd;274970.57
1425;9503;NAmes;5;1958;1024;1;TA;144000.66
1426;10721;NAmes;6;1959;1252;1;Gd;142000.21
1427;10944;NoRidge;7;1994;1223;2;Gd;271000.77
1428;10930;NAmes;5;1945;913;1;TA;140000.86
1429;7200;OldTown;5;1940;788;1;Gd;119000.165
1430;12546;NWAmes;6;1981;1440;2;Gd;182900.18
1431;21930;Gilbert;5;2005;732;2;TA;192140.21
1432;4928;NPkVill;6;1976;958;2;TA;143750.24
1433;10800;OldTown;4;1927;656;2;TA;64500.35
1434;10261;Gilbert;6;2000;936;2;TA;186500.55
1435;17400;Mitchel;5;1977;1126;2;TA;160000.75
1436;8400;NAmes;6;1962;1319;1;Gd;174000.18
1437;9000;NAmes;4;1971;864;1;TA;120500.95
1438;12444;NridgHt;8;2008;1932;2;Ex;394617.25
1439;7407;OldTown;6;1957;912;1;TA;149700.35
1440;11584;NWAmes;7;1979;539;2;TA;197000.45
1441;11526;Crawfor;6;1922;588;2;TA;191000.57
1442;4426;CollgCr;6;2004;848;1;Gd;149300.66
1443;11003;Somerst;10;2008;1017;2;Ex;310000.21
1444;8854;BrkSide;6;1916;952;1;Fa;121000.77
1445;8500;CollgCr;7;2004;1422;2;Gd;179600.86
